REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,WEALTH_QUINTILE,Wealth Quintile,SERIES_NAME,Series Name,SERIES_YEAR,Series Year,REGIONAL_GROUP,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,SERIES_CATEGORY,Series Category,SERIES_TYPE,Series Type,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,Age Group of Women,TIME_SINCE_FIRST_BIRTH,Time Since First Birth,DEFINITION,INTERVAL,SERIES_METHOD,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,MODEL,Model Used
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2017-06,10.20207091,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2017.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2018-06,9.16697635,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2018.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2019-06,8.542630267,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2019.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2020-06,7.931637216,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2020.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2021-06,9.072761392,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2021.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,2211,Recalculated VR Submitted to WHO/UNIGME 2024 version (adjusted) (VR),2024,2024,,,2022-06,8.998243526,,,,,IN,Included in IGME,D_PER_1000_15,"Deaths per 1,000 youths aged 15",VR,VR,VR,Vital Records,,2022.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1990-06,11.7605495891848,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1990.5,,,,,,1,,,9.17754592266068,14.9247427836499,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1991-06,11.59531717031,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1991.5,,,,,,1,,,9.70179099154386,13.7879800492582,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1992-06,11.4363969153203,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1992.5,,,,,,1,,,10.1257474668101,12.8299264687696,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1993-06,11.2843112984376,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1993.5,,,,,,1,,,10.3924817213977,12.186699031412,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1994-06,11.0972616747556,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1994.5,,,,,,1,,,10.4760369875836,11.7040773032093,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1995-06,10.9590264473453,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1995.5,,,,,,1,,,10.4317386099068,11.4517683968108,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1996-06,10.8606622456715,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1996.5,,,,,,1,,,10.3652680993876,11.3410487471622,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1997-06,10.7423409123184,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1997.5,,,,,,1,,,10.2665479048919,11.2056000895516,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1998-06,10.6200755639907,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1998.5,,,,,,1,,,10.1385484425673,11.0774962073423,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1999-06,10.4609434783962,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,1999.5,,,,,,1,,,9.97681397897022,10.922208553998,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2000-06,10.3198983373729,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2000.5,,,,,,1,,,9.7731877377391,10.8688600679354,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2001-06,10.1241181202418,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2001.5,,,,,,1,,,9.40655205338424,10.8497386213248,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2002-06,9.97970659260127,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2002.5,,,,,,1,,,9.02991321089546,10.9617124835586,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2003-06,9.83260491857851,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2003.5,,,,,,1,,,8.65040746045013,11.1317689144397,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2004-06,9.71009491703169,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2004.5,,,,,,1,,,8.31362882064287,11.3354765101992,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2005-06,9.5974423811572,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2005.5,,,,,,1,,,8.05071090915848,11.4844075483315,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2006-06,9.51598637598282,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2006.5,,,,,,1,,,7.84243366808633,11.5395831463648,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2007-06,9.44312963499655,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2007.5,,,,,,1,,,7.74398295792751,11.5687700981965,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2008-06,9.38174555115234,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2008.5,,,,,,1,,,7.67362300689527,11.4981776085339,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2009-06,9.32653978110924,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2009.5,,,,,,1,,,7.70274258258283,11.3913044593587,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2010-06,9.30473840729718,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2010.5,,,,,,1,,,7.8052074390329,11.1939904668862,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2011-06,9.29340221663359,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2011.5,,,,,,1,,,7.96155330408891,10.9263580582275,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2012-06,9.32119442561997,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2012.5,,,,,,1,,,8.17008274026284,10.6485443665224,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2013-06,9.3761777647999,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2013.5,,,,,,1,,,8.43143739753958,10.3934321012295,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2014-06,9.44047065385783,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2014.5,,,,,,1,,,8.72009495337853,10.1906608783479,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2015-06,9.4904182133702,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2015.5,,,,,,1,,,8.96002489443732,10.02691570399,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2016-06,9.4667509015932,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2016.5,,,,,,1,,,9.02553387054723,9.90734490728535,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2017-06,9.32127838032653,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2017.5,,,,,,1,,,8.90741889703497,9.73078790509349,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2018-06,9.12525248169754,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2018.5,,,,,,1,,,8.71484812957424,9.52126620985267,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2019-06,8.91957621159409,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2019.5,,,,,,1,,,8.51597719472943,9.31218349831675,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2020-06,8.79145141490467,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2020.5,,,,,,1,,,8.39527844198994,9.18687851065914,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2021-06,8.79972951114791,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2021.5,,,,,,1,,,8.3711721710723,9.2238539429786,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2022-06,8.9469936899384,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2022.5,,,,,,1,,,8.40317301808875,9.47537508473473,,,BSR,BSR
TUN,Tunisia,MRY15T24,Mortality rate age 15-24,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2023-06,9.1391377749865,,,,,A,Normal value,D_PER_1000_15,"Deaths per 1,000 youths aged 15",,,,,,2023.5,,,,,,1,,,8.33658714166632,9.96411597710228,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1962-06,142.272409416126,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1962.5,,,,,,1,,,115.737012306014,177.508951250748,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1963-06,133.653986812363,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1963.5,,,,,,1,,,111.393932799772,162.077075194947,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1964-06,125.399836234441,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1964.5,,,,,,1,,,106.385731238328,148.362509466613,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1965-06,117.648313364535,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1965.5,,,,,,1,,,101.435313447451,136.502093202517,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1966-06,110.172388400376,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1966.5,,,,,,1,,,96.06149548928,126.087673982228,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1967-06,103.007272445861,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1967.5,,,,,,1,,,90.5292498065186,116.631994032025,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1968-06,96.1179445109435,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1968.5,,,,,,1,,,84.9731568375606,108.240674107445,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1969-06,89.6545468854072,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1969.5,,,,,,1,,,79.8058120883843,100.496456718516,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1970-06,83.6168570472618,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1970.5,,,,,,1,,,74.5131923200677,93.5383578459806,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1971-06,77.9388312827208,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1971.5,,,,,,1,,,69.591072247871,87.2383787581756,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1972-06,72.5579931801062,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1972.5,,,,,,1,,,64.8189158367586,81.274441186253,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1973-06,67.5101190989544,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1973.5,,,,,,1,,,60.2802535310738,75.5637692185365,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1974-06,62.6600629439992,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1974.5,,,,,,1,,,56.149183323806,70.1632320482428,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1975-06,58.0620993075274,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1975.5,,,,,,1,,,52.073101473855,64.9875598095394,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1976-06,53.626382323389,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1976.5,,,,,,1,,,48.0873088168471,60.0156196507784,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1977-06,49.4249827237852,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1977.5,,,,,,1,,,44.3465011702282,55.3325196805647,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1978-06,45.5736665243213,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1978.5,,,,,,1,,,40.8611921684911,51.1063638994518,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1979-06,42.1533008957346,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1979.5,,,,,,1,,,37.7015489865681,47.3700975911377,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1980-06,39.098971543972,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1980.5,,,,,,1,,,34.8665930543423,43.9183465975395,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1981-06,36.2988023410829,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1981.5,,,,,,1,,,32.2976843346454,40.7732283114554,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1982-06,33.7949884312708,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1982.5,,,,,,1,,,30.0776176761165,38.0019887144679,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1983-06,31.4458348200873,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1983.5,,,,,,1,,,27.9808840210509,35.4783298597673,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1984-06,29.2774576694538,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1984.5,,,,,,1,,,25.9927333422875,33.0675963375309,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1985-06,27.2539303177565,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1985.5,,,,,,1,,,24.1605174116376,30.8865340717586,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1986-06,25.3604311692784,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1986.5,,,,,,1,,,22.4202358264952,28.9119355153363,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1987-06,23.6481295229204,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1987.5,,,,,,1,,,20.8260266155202,27.0407072483337,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1988-06,22.0097224884169,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1988.5,,,,,,1,,,19.3172156542254,25.244374509661,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1989-06,20.4759051065837,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1989.5,,,,,,1,,,17.8772809117118,23.6005002808868,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1990-06,18.9518748065968,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1990.5,,,,,,1,,,16.4597519256477,21.8847477854333,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1991-06,17.4616682690333,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1991.5,,,,,,1,,,15.1035048478155,20.2102069585696,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1992-06,15.9704661303936,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1992.5,,,,,,1,,,13.7790319378756,18.5355322510485,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1993-06,14.4154860193129,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1993.5,,,,,,1,,,12.4018559825381,16.7190968978802,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1994-06,12.9022546262431,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1994.5,,,,,,1,,,11.0994362014257,14.9441611551095,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1995-06,11.3389767219823,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1995.5,,,,,,1,,,9.76131358907107,13.136879960491,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1996-06,9.87750873125243,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1996.5,,,,,,1,,,8.51574525710852,11.4391345771513,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1997-06,8.51416732549937,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1997.5,,,,,,1,,,7.37482474572559,9.85764595214477,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1998-06,7.22550000656907,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1998.5,,,,,,1,,,6.2706756474039,8.34198312287738,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1999-06,6.13809521516429,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,1999.5,,,,,,1,,,5.33624698299812,7.07901973358175,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2000-06,5.23305133302504,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,2000.5,,,,,,1,,,4.56094474036449,6.01020150452474,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2001-06,4.50519516053199,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,2001.5,,,,,,1,,,3.94230535143433,5.14742965586079,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2002-06,3.90203914545229,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,2002.5,,,,,,1,,,3.44442796268737,4.42416404989571,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2003-06,3.41556921790181,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,2003.5,,,,,,1,,,3.04364227453053,3.83295790268877,,,BSR,BSR
TUN,Tunisia,MRY1T4,Child Mortality rate age 1-4,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2004-06,3.0257502498599,,,,,A,Normal value,D_PER_1000_1,"Deaths per 1,000 children aged 1",,,,,,2004.5,,,,,,1,,,2.72739933109356,3.34870830924483,,,BSR,BSR
